table,kind,path,line
users,CONTROLLER,src/app/Http/Controllers/Auth/LoginController.php,16
users,CONTROLLER,src/app/Http/Controllers/Auth/RegisterController.php,7
users,CONTROLLER,src/app/Http/Controllers/Auth/ResetPasswordController.php,25
users,CONTROLLER,src/app/Http/Controllers/Auth/VerificationController.php,17
users,OTHER,src/app/Http/Livewire/AgentRegistration.php,7
users,OTHER,src/app/Http/Livewire/Login.php,20
users,OTHER,src/app/Http/Middleware/Authenticate.php,10
users,OTHER,src/app/Http/Middleware/Employer.php,19
users,OTHER,src/app/Managers/AuthManager.php,6
users,MODEL,src/app/Models/Candidate.php,49
users,MODEL,src/app/Models/Companier.php,20
users,MODEL,src/app/Models/Employee.php,26
users,MODEL,src/app/Models/Employer.php,26
users,MODEL,src/app/Models/Invoice.php,34
users,MODEL,src/app/Models/Notification.php,15
users,MODEL,src/app/Models/Payment.php,22
users,MODEL,src/app/Models/Role.php,18
users,MODEL,src/app/Models/Teacher.php,49
users,MODEL,src/app/Models/User.php,9
users,OTHER,src/app/Providers/RouteServiceProvider.php,16
users,SERVICE,src/app/Services/EmailService.php,26
users,OTHER,src/app/Widgets/AgentBalance.php,20
users,OTHER,src/app/Widgets/AgentCandidateSummary.php,20
users,OTHER,src/app/Widgets/Announcement.php,44
users,OTHER,src/app/Widgets/GroupChangeDate.php,20
users,OTHER,src/app/Widgets/SelectedCandidateSlider.php,45
users,OTHER,src/app/Widgets/SelectedCandidateSummary.php,20
users,OTHER,src/app/Widgets/TableDim.php,20
users,OTHER,src/app/Widgets/TodaysCalss.php,69
users,OTHER,src/app/Widgets/UpcomingInterviewSchedule.php,54
users,OTHER,src/app/Widgets/UpcommingFlightSchedule.php,20
users,OTHER,src/config/auth.php,18
users,OTHER,src/config/voyager.php,6
users,OTHER,src/database/factories/UserFactory.php,5
users,OTHER,src/database/migrations/2014_10_12_000000_create_users_table.php,16
users,OTHER,src/database/migrations/2016_01_01_000000_create_posts_table.php,32
users,OTHER,src/database/seeders/DatabaseSeeder.php,16
users,OTHER,src/database/seeders/DataRowsTableSeeder.php,16
users,OTHER,src/database/seeders/DataTypesTableSeeder.php,15
users,OTHER,src/database/seeders/MenuItemsTableSeeder.php,54
users,OTHER,src/database/seeders/PermissionsTableSeeder.php,34
users,OTHER,src/database/seeders/RolesTableSeeder.php,22
users,OTHER,src/database/seeders/TranslationsTableSeeder.php,67
users,OTHER,src/database/seeders/UsersTableSeeder.php,8
users,OTHER,src/resources/lang/en/auth.php,11
users,OTHER,src/resources/lang/en/passwords.php,20
users,OTHER,src/resources/views/about.blade.php,132
users,OTHER,src/resources/views/candidate-details.blade.php,367
users,OTHER,src/resources/views/candidates.blade.php,53
users,OTHER,src/resources/views/dashboard.blade.php,33
users,OTHER,src/resources/views/employers.blade.php,301
users,OTHER,src/resources/views/faq.blade.php,50
users,OTHER,src/resources/views/home.blade.php,83
users,OTHER,src/resources/views/home1.blade.php,1207
users,OTHER,src/resources/views/layout.blade.php,43
users,OTHER,src/resources/views/welcome.blade.php,90
users,OTHER,src/resources/views/email/generic_notification.blade.php,82
users,OTHER,src/resources/views/email/notification.blade.php,5
users,OTHER,src/resources/views/email/payment_status.blade.php,111
users,ROUTE,src/routes/admin.php,15
users,ROUTE,src/routes/api.php,17
users,ROUTE,src/routes/channels.php,12
visa_immigrations,HELPER,src/app/Helpers/CommonClass.php,23
visa_immigrations,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAjaxController.php,38
visa_immigrations,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,461
visa_immigrations,MODEL,src/app/Models/Candidate.php,59
visa_immigrations,MODEL,src/app/Models/VisaImmigration.php,8
visa_immigrations,REPORT_CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,459
visa_immigrations,REPORT_VIEW,src/resources/views/vendor/voyager/reports/print/selected-candidate-report.blade.php,1
visa_immigrations,REPORT_CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,573
visa_immigrations,REPORT_VIEW,src/resources/views/vendor/voyager/reports/print/flight-schedule.blade.php,1
visa_immigrations,REPORT_CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,706
visa_immigrations,REPORT_VIEW,src/resources/views/vendor/voyager/reports/print/candidate-resume-report.blade.php,1
visa_immigrations,REPORT_CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,716
visa_immigrations,REPORT_VIEW,src/resources/views/vendor/voyager/reports/print/candidate-list-report.blade.php,1
visa_immigrations,REPORT_CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,801
visa_immigrations,REPORT_VIEW,src/resources/views/vendor/voyager/reports/print/visa-report.blade.php,1
